Mod:Item:MetaData, Localized Name
gregtech:machine:1024, Steam Oven
gregtech:machine:1025, Steam Grinder
gregtech:machine:1026, Basic Ore Drilling Plant
gregtech:machine:1027, Advanced Ore Drilling Plant
gregtech:machine:1028, Advanced Ore Drilling Plant II
gregtech:machine:1029, Central Monitor
gregtech:machine:1030, Processing Array
gregtech:machine:1031, Advanced Processing Array
gregtech:machine:1032, Basic Fluid Drilling Rig
gregtech:machine:1033, Advanced Fluid Drilling Rig
gregtech:machine:1034, Advanced Fluid Drilling Rig II
gregtech:machine:1035, Cleanroom
gregtech:machine:1036, Charcoal Pile Igniter
gregtech:machine:1037, Data Bank
gregtech:machine:1038, Research Station
gregtech:machine:1039, High Performance Computing Array
gregtech:machine:1040, Network Switch
gregtech:machine:1041, Power Substation
gregtech:machine:1042, Active Transformer
gregtech:machine:1150, ULV Input Bus
gregtech:machine:1151, LV Input Bus
gregtech:machine:1152, MV Input Bus
gregtech:machine:1153, HV Input Bus
gregtech:machine:1154, EV Input Bus
gregtech:machine:1155, IV Input Bus
gregtech:machine:1156, LuV Input Bus
gregtech:machine:1157, ZPM Input Bus
gregtech:machine:1158, UV Input Bus
gregtech:machine:1159, UHV Input Bus
gregtech:machine:1165, ULV Output Bus
gregtech:machine:1166, LV Output Bus
gregtech:machine:1167, MV Output Bus
gregtech:machine:1168, HV Output Bus
gregtech:machine:1169, EV Output Bus
gregtech:machine:1170, IV Output Bus
gregtech:machine:1171, LuV Output Bus
gregtech:machine:1172, ZPM Output Bus
gregtech:machine:1173, UV Output Bus
gregtech:machine:1174, UHV Output Bus
gregtech:machine:1180, ULV Input Hatch
gregtech:machine:1181, LV Input Hatch
gregtech:machine:1182, MV Input Hatch
gregtech:machine:1183, HV Input Hatch
gregtech:machine:1184, EV Input Hatch
gregtech:machine:1185, IV Input Hatch
gregtech:machine:1186, LuV Input Hatch
gregtech:machine:1187, ZPM Input Hatch
gregtech:machine:1188, UV Input Hatch
gregtech:machine:1189, UHV Input Hatch
gregtech:machine:1190, EV Quadruple Input Hatch
gregtech:machine:1191, EV Nonuple Input Hatch
gregtech:machine:1195, ULV Output Hatch
gregtech:machine:1196, LV Output Hatch
gregtech:machine:1197, MV Output Hatch
gregtech:machine:1198, HV Output Hatch
gregtech:machine:1199, EV Output Hatch
gregtech:machine:1200, IV Output Hatch
gregtech:machine:1201, LuV Output Hatch
gregtech:machine:1202, ZPM Output Hatch
gregtech:machine:1203, UV Output Hatch
gregtech:machine:1204, UHV Output Hatch
gregtech:machine:1205, EV Quadruple Output Hatch
gregtech:machine:1206, EV Nonuple Output Hatch
gregtech:machine:1210, ULV Energy Hatch
gregtech:machine:1211, LV Energy Hatch
gregtech:machine:1212, MV Energy Hatch
gregtech:machine:1213, HV Energy Hatch
gregtech:machine:1214, EV Energy Hatch
gregtech:machine:1215, IV Energy Hatch
gregtech:machine:1216, LuV Energy Hatch
gregtech:machine:1217, ZPM Energy Hatch
gregtech:machine:1218, UV Energy Hatch
gregtech:machine:1219, UHV Energy Hatch
gregtech:machine:1220, UEV Energy Hatch
gregtech:machine:1221, UIV Energy Hatch
gregtech:machine:1222, UXV Energy Hatch
gregtech:machine:1223, OpV Energy Hatch
gregtech:machine:1225, ULV Dynamo Hatch
gregtech:machine:1226, LV Dynamo Hatch
gregtech:machine:1227, MV Dynamo Hatch
gregtech:machine:1228, HV Dynamo Hatch
gregtech:machine:1229, EV Dynamo Hatch
gregtech:machine:1230, IV Dynamo Hatch
gregtech:machine:1231, LuV Dynamo Hatch
gregtech:machine:1232, ZPM Dynamo Hatch
gregtech:machine:1233, UV Dynamo Hatch
gregtech:machine:1234, UHV Dynamo Hatch
gregtech:machine:1235, UEV Dynamo Hatch
gregtech:machine:1236, UIV Dynamo Hatch
gregtech:machine:1237, UXV Dynamo Hatch
gregtech:machine:1238, OpV Dynamo Hatch
gregtech:machine:1399, EV 4A Energy Hatch
gregtech:machine:1240, IV 4A Energy Hatch
gregtech:machine:1241, LuV 4A Energy Hatch
gregtech:machine:1242, ZPM 4A Energy Hatch
gregtech:machine:1243, UV 4A Energy Hatch
gregtech:machine:1244, UHV 4A Energy Hatch
gregtech:machine:1245, IV 16A Energy Hatch
gregtech:machine:1246, LuV 16A Energy Hatch
gregtech:machine:1247, ZPM 16A Energy Hatch
gregtech:machine:1248, UV 16A Energy Hatch
gregtech:machine:1249, UHV 16A Energy Hatch
gregtech:machine:1400, EV 4A Dynamo Hatch
gregtech:machine:1250, IV 4A Dynamo Hatch
gregtech:machine:1251, LuV 4A Dynamo Hatch
gregtech:machine:1252, ZPM 4A Dynamo Hatch
gregtech:machine:1253, UV 4A Dynamo Hatch
gregtech:machine:1254, UHV 4A Dynamo Hatch
gregtech:machine:1255, IV 16A Dynamo Hatch
gregtech:machine:1256, LuV 16A Dynamo Hatch
gregtech:machine:1257, ZPM 16A Dynamo Hatch
gregtech:machine:1258, UV 16A Dynamo Hatch
gregtech:machine:1259, UHV 16A Dynamo Hatch
gregtech:machine:1260, IV 64A Substation Energy Hatch
gregtech:machine:1261, LuV 64A Substation Energy Hatch
gregtech:machine:1262, ZPM 64A Substation Energy Hatch
gregtech:machine:1263, UV 64A Substation Energy Hatch
gregtech:machine:1264, UHV 64A Substation Energy Hatch
gregtech:machine:1265, IV 64A Substation Dynamo Hatch
gregtech:machine:1266, LuV 64A Substation Dynamo Hatch
gregtech:machine:1267, ZPM 64A Substation Dynamo Hatch
gregtech:machine:1268, UV 64A Substation Dynamo Hatch
gregtech:machine:1269, UHV 64A Substation Dynamo Hatch
gregtech:machine:1270, Ultra Low Voltage Transformer
gregtech:machine:1271, Low Voltage Transformer
gregtech:machine:1272, Medium Voltage Transformer
gregtech:machine:1273, High Voltage Transformer
gregtech:machine:1274, Extreme Voltage Transformer
gregtech:machine:1275, Insane Voltage Transformer
gregtech:machine:1276, Ludicrous Voltage Transformer
gregtech:machine:1277, ZPM Voltage Transformer
gregtech:machine:1278, Ultimate Voltage Transformer
gregtech:machine:1279, Ultra High Voltage Transformer
gregtech:machine:1280, Ultra Excessive Voltage Transformer
gregtech:machine:1281, Ultra Immense Voltage Transformer
gregtech:machine:1282, Ultra Extreme Voltage Transformer
gregtech:machine:1283, Overpowered Voltage Transformer
gregtech:machine:1730, Ultra Low Voltage Hi-Amp Transformer
gregtech:machine:1731, Low Voltage Hi-Amp Transformer
gregtech:machine:1732, Medium Voltage Hi-Amp Transformer
gregtech:machine:1733, High Voltage Hi-Amp Transformer
gregtech:machine:1734, Extreme Voltage Hi-Amp Transformer
gregtech:machine:1735, Insane Voltage Hi-Amp Transformer
gregtech:machine:1736, Ludicrous Voltage Hi-Amp Transformer
gregtech:machine:1737, ZPM Voltage Hi-Amp Transformer
gregtech:machine:1738, Ultimate Voltage Hi-Amp Transformer
gregtech:machine:1739, Ultra High Voltage Hi-Amp Transformer
gregtech:machine:1740, Ultra Excessive Voltage Hi-Amp Transformer
gregtech:machine:1741, Ultra Immense Voltage Hi-Amp Transformer
gregtech:machine:1742, Ultra Extreme Voltage Hi-Amp Transformer
gregtech:machine:1743, Overpowered Voltage Hi-Amp Transformer
gregtech:machine:1285, Ultra Low Voltage Power Transformer
gregtech:machine:1286, Low Voltage Power Transformer
gregtech:machine:1287, Medium Voltage Power Transformer
gregtech:machine:1288, High Voltage Power Transformer
gregtech:machine:1289, Extreme Voltage Power Transformer
gregtech:machine:1290, Insane Voltage Power Transformer
gregtech:machine:1291, Ludicrous Voltage Power Transformer
gregtech:machine:1292, ZPM Voltage Power Transformer
gregtech:machine:1293, Ultimate Voltage Power Transformer
gregtech:machine:1294, Ultra High Voltage Power Transformer
gregtech:machine:1295, Ultra Excessive Voltage Power Transformer
gregtech:machine:1296, Ultra Immense Voltage Power Transformer
gregtech:machine:1297, Ultra Extreme Voltage Power Transformer
gregtech:machine:1298, Overpowered Voltage Power Transformer
gregtech:machine:1300, Ultra Low Voltage Diode
gregtech:machine:1301, Low Voltage Diode
gregtech:machine:1302, Medium Voltage Diode
gregtech:machine:1303, High Voltage Diode
gregtech:machine:1304, Extreme Voltage Diode
gregtech:machine:1305, Insane Voltage Diode
gregtech:machine:1306, Ludicrous Voltage Diode
gregtech:machine:1307, Zero Point Module Diode
gregtech:machine:1308, Ultimate Voltage Diode
gregtech:machine:1309, Ultra High Voltage Diode
gregtech:machine:1310, Ultra Excessive Voltage Diode
gregtech:machine:1311, Ultra Immense Voltage Diode
gregtech:machine:1312, Ultra Extreme Voltage Diode
gregtech:machine:1313, Overpowered Voltage Diode
gregtech:machine:1315, Ultra Low Voltage 4x Battery Buffer
gregtech:machine:1316, Low Voltage 4x Battery Buffer
gregtech:machine:1317, Medium Voltage 4x Battery Buffer
gregtech:machine:1318, High Voltage 4x Battery Buffer
gregtech:machine:1319, Extreme Voltage 4x Battery Buffer
gregtech:machine:1320, Insane Voltage 4x Battery Buffer
gregtech:machine:1321, Ludicrous Voltage 4x Battery Buffer
gregtech:machine:1322, Zero Point Module 4x Battery Buffer
gregtech:machine:1323, Ultimate Voltage 4x Battery Buffer
gregtech:machine:1324, Ultra High Voltage 4x Battery Buffer
gregtech:machine:1325, Ultra Excessive Voltage 4x Battery Buffer
gregtech:machine:1326, Ultra Immense Voltage 4x Battery Buffer
gregtech:machine:1327, Ultra Extreme Voltage 4x Battery Buffer
gregtech:machine:1328, Overpowered Voltage 4x Battery Buffer
gregtech:machine:1329, Ultra Low Voltage 8x Battery Buffer
gregtech:machine:1330, Low Voltage 8x Battery Buffer
gregtech:machine:1331, Medium Voltage 8x Battery Buffer
gregtech:machine:1332, High Voltage 8x Battery Buffer
gregtech:machine:1333, Extreme Voltage 8x Battery Buffer
gregtech:machine:1334, Insane Voltage 8x Battery Buffer
gregtech:machine:1335, Ludicrous Voltage 8x Battery Buffer
gregtech:machine:1336, Zero Point Module 8x Battery Buffer
gregtech:machine:1337, Ultimate Voltage 8x Battery Buffer
gregtech:machine:1338, Ultra High Voltage 8x Battery Buffer
gregtech:machine:1339, Ultra Excessive Voltage 8x Battery Buffer
gregtech:machine:1340, Ultra Immense Voltage 8x Battery Buffer
gregtech:machine:1341, Ultra Extreme Voltage 8x Battery Buffer
gregtech:machine:1342, Overpowered Voltage 8x Battery Buffer
gregtech:machine:1343, Ultra Low Voltage 16x Battery Buffer
gregtech:machine:1344, Low Voltage 16x Battery Buffer
gregtech:machine:1345, Medium Voltage 16x Battery Buffer
gregtech:machine:1346, High Voltage 16x Battery Buffer
gregtech:machine:1347, Extreme Voltage 16x Battery Buffer
gregtech:machine:1348, Insane Voltage 16x Battery Buffer
gregtech:machine:1349, Ludicrous Voltage 16x Battery Buffer
gregtech:machine:1350, Zero Point Module 16x Battery Buffer
gregtech:machine:1351, Ultimate Voltage 16x Battery Buffer
gregtech:machine:1352, Ultra High Voltage 16x Battery Buffer
gregtech:machine:1353, Ultra Excessive Voltage 16x Battery Buffer
gregtech:machine:1354, Ultra Immense Voltage 16x Battery Buffer
gregtech:machine:1355, Ultra Extreme Voltage 16x Battery Buffer
gregtech:machine:1356, Overpowered Voltage 16x Battery Buffer
gregtech:machine:1375, Ultra Low Voltage Turbo Charger
gregtech:machine:1376, Low Voltage Turbo Charger
gregtech:machine:1377, Medium Voltage Turbo Charger
gregtech:machine:1378, High Voltage Turbo Charger
gregtech:machine:1379, Extreme Voltage Turbo Charger
gregtech:machine:1380, Insane Voltage Turbo Charger
gregtech:machine:1381, Ludicrous Voltage Turbo Charger
gregtech:machine:1382, Zero Point Module Turbo Charger
gregtech:machine:1383, Ultimate Voltage Turbo Charger
gregtech:machine:1384, Ultra High Voltage Turbo Charger
gregtech:machine:1385, Ultra Excessive Voltage Turbo Charger
gregtech:machine:1386, Ultra Immense Voltage Turbo Charger
gregtech:machine:1387, Ultra Extreme Voltage Turbo Charger
gregtech:machine:1388, Overpowered Voltage Turbo Charger
gregtech:machine:1390, Basic World Accelerator
gregtech:machine:1391, Advanced World Accelerator
gregtech:machine:1392, Advanced World Accelerator II
gregtech:machine:1393, Advanced World Accelerator III
gregtech:machine:1394, Elite World Accelerator
gregtech:machine:1395, Elite World Accelerator II
gregtech:machine:1396, Elite World Accelerator III
gregtech:machine:1397, Ultimate World Accelerator
gregtech:machine:1398, Machine Access Interface
gregtech:machine:1402, Item Passthrough Hatch
gregtech:machine:1403, Fluid Passthrough Hatch
gregtech:machine:1404, Data Access Hatch
gregtech:machine:1405, Advanced Data Access Hatch
gregtech:machine:1406, Creative Data Access Hatch
gregtech:machine:1407, Optical Data Reception Hatch
gregtech:machine:1408, Optical Data Transmission Hatch
gregtech:machine:1409, Computation Data Reception Hatch
gregtech:machine:1410, Computation Data Transmission Hatch
gregtech:machine:1411, Object Holder
gregtech:machine:1412, Empty HPCA Component
gregtech:machine:1413, HPCA Computation Component
gregtech:machine:1414, HPCA Advanced Computation Component
gregtech:machine:1415, HPCA Heat Sink Component
gregtech:machine:1416, HPCA Active Cooling Component
gregtech:machine:1417, HPCA Bridge Component
gregtech:machine:1418, Reservoir Hatch
gregtech:machine:1420, IV 256A Laser Target Hatch
gregtech:machine:1421, LuV 256A Laser Target Hatch
gregtech:machine:1422, ZPM 256A Laser Target Hatch
gregtech:machine:1423, UV 256A Laser Target Hatch
gregtech:machine:1424, UHV 256A Laser Target Hatch
gregtech:machine:1425, UEV 256A Laser Target Hatch
gregtech:machine:1426, UIV 256A Laser Target Hatch
gregtech:machine:1427, UXV 256A Laser Target Hatch
gregtech:machine:1428, OpV 256A Laser Target Hatch
gregtech:machine:1429, IV 256A Laser Source Hatch
gregtech:machine:1430, LuV 256A Laser Source Hatch
gregtech:machine:1431, ZPM 256A Laser Source Hatch
gregtech:machine:1432, UV 256A Laser Source Hatch
gregtech:machine:1433, UHV 256A Laser Source Hatch
gregtech:machine:1434, UEV 256A Laser Source Hatch
gregtech:machine:1435, UIV 256A Laser Source Hatch
gregtech:machine:1436, UXV 256A Laser Source Hatch
gregtech:machine:1437, OpV 256A Laser Source Hatch
gregtech:machine:1438, IV 1024A Laser Target Hatch
gregtech:machine:1439, LuV 1024A Laser Target Hatch
gregtech:machine:1440, ZPM 1024A Laser Target Hatch
gregtech:machine:1441, UV 1024A Laser Target Hatch
gregtech:machine:1442, UHV 1024A Laser Target Hatch
gregtech:machine:1443, UEV 1024A Laser Target Hatch
gregtech:machine:1444, UIV 1024A Laser Target Hatch
gregtech:machine:1445, UXV 1024A Laser Target Hatch
gregtech:machine:1446, OpV 1024A Laser Target Hatch
gregtech:machine:1447, IV 1024A Laser Source Hatch
gregtech:machine:1448, LuV 1024A Laser Source Hatch
gregtech:machine:1449, ZPM 1024A Laser Source Hatch
gregtech:machine:1450, UV 1024A Laser Source Hatch
gregtech:machine:1451, UHV 1024A Laser Source Hatch
gregtech:machine:1452, UEV 1024A Laser Source Hatch
gregtech:machine:1453, UIV 1024A Laser Source Hatch
gregtech:machine:1454, UXV 1024A Laser Source Hatch
gregtech:machine:1455, OpV 1024A Laser Source Hatch
gregtech:machine:1456, IV 4096A Laser Target Hatch
gregtech:machine:1457, LuV 4096A Laser Target Hatch
gregtech:machine:1458, ZPM 4096A Laser Target Hatch
gregtech:machine:1459, UV 4096A Laser Target Hatch
gregtech:machine:1460, UHV 4096A Laser Target Hatch
gregtech:machine:1461, UEV 4096A Laser Target Hatch
gregtech:machine:1462, UIV 4096A Laser Target Hatch
gregtech:machine:1463, UXV 4096A Laser Target Hatch
gregtech:machine:1464, OpV 4096A Laser Target Hatch
gregtech:machine:1465, IV 4096A Laser Source Hatch
gregtech:machine:1466, LuV 4096A Laser Source Hatch
gregtech:machine:1467, ZPM 4096A Laser Source Hatch
gregtech:machine:1468, UV 4096A Laser Source Hatch
gregtech:machine:1469, UHV 4096A Laser Source Hatch
gregtech:machine:1470, UEV 4096A Laser Source Hatch
gregtech:machine:1471, UIV 4096A Laser Source Hatch
gregtech:machine:1472, UXV 4096A Laser Source Hatch
gregtech:machine:1473, OpV 4096A Laser Source Hatch
gregtech:machine:1510, Basic Buffer
gregtech:machine:1511, Advanced Buffer
gregtech:machine:1512, Advanced Buffer II
gregtech:machine:1515, Basic Fisher
gregtech:machine:1516, Advanced Fisher
gregtech:machine:1517, Advanced Fisher II
gregtech:machine:1518, Advanced Fisher III
gregtech:machine:1530, Basic Pump
gregtech:machine:1531, Advanced Pump
gregtech:machine:1532, Advanced Pump II
gregtech:machine:1533, Advanced Pump III
gregtech:machine:1560, Super Chest I
gregtech:machine:1561, Super Chest II
gregtech:machine:1562, Super Chest III
gregtech:machine:1563, Super Chest IV
gregtech:machine:1564, Super Chest V
gregtech:machine:1570, Quantum Chest I
gregtech:machine:1571, Quantum Chest II
gregtech:machine:1572, Quantum Chest III
gregtech:machine:1573, Quantum Chest IV
gregtech:machine:1574, Quantum Chest V
gregtech:machine:1575, Super Tank I
gregtech:machine:1576, Super Tank II
gregtech:machine:1577, Super Tank III
gregtech:machine:1578, Super Tank IV
gregtech:machine:1579, Super Tank V
gregtech:machine:1585, Quantum Tank I
